timestamp,value
02-03-2017 16,3.54
02-03-2017 17,3.78
02-03-2017 18,2.94
02-03-2017 19,3.84
02-03-2017 20,3.43
02-03-2017 21,2.3
02-03-2017 22,1.88
02-03-2017 23,2.27
03-03-2017 0,1.59
03-03-2017 1,1.14
03-03-2017 2,0.2
03-03-2017 3,0.22
03-03-2017 4,1.29
03-03-2017 5,1.95
03-03-2017 6,3.75
03-03-2017 7,3.91
03-03-2017 8,4.9
03-03-2017 9,4.37
03-03-2017 10,4.98
03-03-2017 11,6.56
03-03-2017 12,4.31
03-03-2017 13,2.36
03-03-2017 14,1.89
03-03-2017 15,1.93
03-03-2017 16,3.15
03-03-2017 17,3.69
03-03-2017 18,3.92
03-03-2017 19,2.4
03-03-2017 20,1.94
03-03-2017 21,2.47
03-03-2017 22,2.04
03-03-2017 23,0.45
04-03-2017 0,1.12
04-03-2017 1,0.28
04-03-2017 2,0.89
04-03-2017 3,0.32
04-03-2017 4,1.03
04-03-2017 5,1.03
04-03-2017 6,4.88
04-03-2017 7,4.41
04-03-2017 8,4.55
04-03-2017 9,6.2
04-03-2017 10,4.32
04-03-2017 11,2.7
04-03-2017 12,3.04
04-03-2017 13,4.23
04-03-2017 14,3.73
04-03-2017 15,1.97
04-03-2017 16,3.38
04-03-2017 17,2.41
04-03-2017 18,3.95
04-03-2017 19,2.84
04-03-2017 20,2.71
04-03-2017 21,4.55
04-03-2017 22,2.47
04-03-2017 23,0.96
05-03-2017 0,0.77
05-03-2017 1,1.35
05-03-2017 2,0.59
05-03-2017 3,1.57
05-03-2017 4,1.31
05-03-2017 5,1.37
05-03-2017 6,4.56
05-03-2017 7,4.75
05-03-2017 8,5.53
05-03-2017 9,4.76
05-03-2017 10,4
05-03-2017 11,4.06
05-03-2017 12,4.11
05-03-2017 13,3.8
05-03-2017 14,4.24
05-03-2017 15,2.73
05-03-2017 16,5.72
05-03-2017 17,5.97
05-03-2017 18,4.37
05-03-2017 19,4.45
05-03-2017 20,2.83
05-03-2017 21,3.47
05-03-2017 22,3.25
05-03-2017 23,0.87
06-03-2017 0,1.48
06-03-2017 1,0.61
06-03-2017 2,0.92
06-03-2017 3,1.6
06-03-2017 4,1.96
06-03-2017 5,1.49
06-03-2017 6,5.05
06-03-2017 7,5.14
06-03-2017 8,6.15
06-03-2017 9,5.39
06-03-2017 10,4.63
06-03-2017 11,5.39
06-03-2017 12,5.61
06-03-2017 13,4.1
06-03-2017 14,3.28
06-03-2017 15,4.48
06-03-2017 16,3.56
06-03-2017 17,4.83
06-03-2017 18,3.33
06-03-2017 19,3.55
06-03-2017 20,4.3
06-03-2017 21,3.21
06-03-2017 22,3.8
06-03-2017 23,2.17
07-03-2017 0,0.77
07-03-2017 1,1.45
07-03-2017 2,0.62
07-03-2017 3,0.88
07-03-2017 4,1.46
07-03-2017 5,2.3
07-03-2017 6,4.97
07-03-2017 7,5.23
07-03-2017 8,6.21
07-03-2017 9,5.73
07-03-2017 10,6.21
07-03-2017 11,7.62
07-03-2017 12,5.9
07-03-2017 13,3.74
07-03-2017 14,3.67
07-03-2017 15,3.12
07-03-2017 16,4.21
07-03-2017 17,1.85
07-03-2017 18,2.31
07-03-2017 19,3.14
07-03-2017 20,4.4
07-03-2017 21,2.68
07-03-2017 22,2.6
07-03-2017 23,2.02
08-03-2017 0,1.64
08-03-2017 1,0.77
08-03-2017 2,0.7
08-03-2017 3,1.96
08-03-2017 4,1.58
08-03-2017 5,1.52
08-03-2017 6,4.95
08-03-2017 7,5.23
08-03-2017 8,5.77
08-03-2017 9,7.22
08-03-2017 10,5.06
08-03-2017 11,5.39
08-03-2017 12,4.44
08-03-2017 13,5.1
08-03-2017 14,3.1
08-03-2017 15,4.36
08-03-2017 16,3.04
08-03-2017 17,3.97
08-03-2017 18,3.75
08-03-2017 19,3.53
08-03-2017 20,2.49
08-03-2017 21,4.51
08-03-2017 22,2.89
08-03-2017 23,1.13
09-03-2017 0,1.6
09-03-2017 1,1.03
09-03-2017 2,0.86
09-03-2017 3,1.08
09-03-2017 4,1.67
09-03-2017 5,2.57
09-03-2017 6,4.99
09-03-2017 7,5.12
09-03-2017 8,5.2
09-03-2017 9,5.09
09-03-2017 10,3.48
09-03-2017 11,3.57
09-03-2017 12,3.37
09-03-2017 13,3.08
09-03-2017 14,2.04
09-03-2017 15,2.53
09-03-2017 16,3.21
09-03-2017 17,3.12
09-03-2017 18,3.55
09-03-2017 19,2.01
09-03-2017 20,2.92
09-03-2017 21,1.38
09-03-2017 22,1.73
09-03-2017 23,2.02
10-03-2017 0,0.42
10-03-2017 1,0.26
10-03-2017 2,1.16
10-03-2017 3,0.25
10-03-2017 4,0.63
10-03-2017 5,0.66
10-03-2017 6,4.55
10-03-2017 7,4.13
10-03-2017 8,5.64
10-03-2017 9,3.96
10-03-2017 10,3.73
10-03-2017 11,5.04
10-03-2017 12,4.72
10-03-2017 13,1.4
10-03-2017 14,1.14
10-03-2017 15,0.85
10-03-2017 16,2
10-03-2017 17,1.24
10-03-2017 18,4.29
10-03-2017 19,2.9
10-03-2017 20,1.63
10-03-2017 21,3.73
10-03-2017 22,1.36
10-03-2017 23,0.7
11-03-2017 0,0.52
11-03-2017 1,1.37
11-03-2017 2,0.23
11-03-2017 3,0.27
11-03-2017 4,0.65
11-03-2017 5,0.99
11-03-2017 6,4.53
11-03-2017 7,4.1
11-03-2017 8,4.98
11-03-2017 9,4.09
11-03-2017 10,5.14
11-03-2017 11,5.56
11-03-2017 12,3.43
11-03-2017 13,2.67
11-03-2017 14,3.76
11-03-2017 15,4.74
11-03-2017 16,5.5
11-03-2017 17,4.87
11-03-2017 18,3.77
11-03-2017 19,1.92
11-03-2017 20,2.39
11-03-2017 21,1.52
11-03-2017 22,1.48
11-03-2017 23,0.56
12-03-2017 0,1.35
12-03-2017 1,0.49
12-03-2017 2,0.46
12-03-2017 3,1.46
12-03-2017 4,0.93
12-03-2017 5,0.88
12-03-2017 6,4.21
12-03-2017 7,5.18
12-03-2017 8,5.54
12-03-2017 9,5.39
12-03-2017 10,6.66
12-03-2017 11,5.61
12-03-2017 12,5.6
12-03-2017 13,3.92
12-03-2017 14,2.58
12-03-2017 15,2.33
12-03-2017 16,1.31
12-03-2017 17,1.88
12-03-2017 18,2.29
12-03-2017 19,3.51
12-03-2017 20,2.11
12-03-2017 21,1.95
12-03-2017 22,1.5
12-03-2017 23,0.33
13-03-2017 0,0.29
13-03-2017 1,1.04
13-03-2017 2,0.45
13-03-2017 3,0.97
13-03-2017 4,1.04
13-03-2017 5,1.03
13-03-2017 6,4.96
13-03-2017 7,4.31
13-03-2017 8,4.63
13-03-2017 9,5.3
13-03-2017 10,3.74
13-03-2017 11,3.6
13-03-2017 12,3.62
13-03-2017 13,2.57
13-03-2017 14,1.41
13-03-2017 15,2.23
13-03-2017 16,1.75
13-03-2017 17,2.26
13-03-2017 18,3.83
13-03-2017 19,3.05
13-03-2017 20,1.77
13-03-2017 21,4.51
13-03-2017 22,1.08
13-03-2017 23,0.62
14-03-2017 0,0.69
14-03-2017 1,1.08
14-03-2017 2,0.25
14-03-2017 3,0.48
14-03-2017 4,0.86
14-03-2017 5,1.85
14-03-2017 6,4.1
14-03-2017 7,4.24
14-03-2017 8,5.69
14-03-2017 9,3.96
14-03-2017 10,3.31
14-03-2017 11,3.85
14-03-2017 12,2.11
14-03-2017 13,2.8
14-03-2017 14,2.31
14-03-2017 15,1.9
14-03-2017 16,2.23
14-03-2017 17,2.89
14-03-2017 18,1.96
14-03-2017 19,3.69
14-03-2017 20,2.18
14-03-2017 21,3.17
14-03-2017 22,2.79
14-03-2017 23,0.56
15-03-2017 0,0.68
15-03-2017 1,0.69
15-03-2017 2,0.24
15-03-2017 3,0.37
15-03-2017 4,1.14
15-03-2017 5,0.92
15-03-2017 6,3.53
15-03-2017 7,4.12
15-03-2017 8,4.7
15-03-2017 9,3.65
15-03-2017 10,4.6
15-03-2017 11,4.31
15-03-2017 12,4.06
15-03-2017 13,2.12
15-03-2017 14,2.11
15-03-2017 15,2.24
15-03-2017 16,2.34
15-03-2017 17,4.28
15-03-2017 18,1.84
15-03-2017 19,2.49
15-03-2017 20,2.23
15-03-2017 21,1.46
15-03-2017 22,2.84
15-03-2017 23,0.41
16-03-2017 0,0.97
16-03-2017 1,0.21
16-03-2017 2,0.23
16-03-2017 3,0.45
16-03-2017 4,1.15
16-03-2017 5,0.79
16-03-2017 6,3.52
16-03-2017 7,3.63
16-03-2017 8,4.99
16-03-2017 9,3.57
16-03-2017 10,2.72
16-03-2017 11,3.14
16-03-2017 12,2.69
16-03-2017 13,3
16-03-2017 14,2.07
16-03-2017 15,1.91
16-03-2017 16,4.63
16-03-2017 17,3.52
16-03-2017 18,3.86
16-03-2017 19,3.9
16-03-2017 20,2.38
16-03-2017 21,2.56
16-03-2017 22,1.71
16-03-2017 23,2.07
17-03-2017 0,1.52
17-03-2017 1,0.23
17-03-2017 2,0.97
17-03-2017 3,0.39
17-03-2017 4,0.88
17-03-2017 5,1.21
17-03-2017 6,3.73
17-03-2017 7,3.96
17-03-2017 8,4.93
17-03-2017 9,5.04
17-03-2017 10,4.19
17-03-2017 11,2.39
17-03-2017 12,2.58
17-03-2017 13,1.89
17-03-2017 14,2.03
17-03-2017 15,1.71
17-03-2017 16,2.64
17-03-2017 17,2.55
17-03-2017 18,2.78
17-03-2017 19,2.33
17-03-2017 20,2.18
17-03-2017 21,3.19
17-03-2017 22,2.08
17-03-2017 23,0.97
18-03-2017 0,0.52
18-03-2017 1,1.06
18-03-2017 2,0.3
18-03-2017 3,0.44
18-03-2017 4,0.9
18-03-2017 5,1.35
18-03-2017 6,4.18
18-03-2017 7,4.4
18-03-2017 8,5.5
18-03-2017 9,4.14
18-03-2017 10,3.35
18-03-2017 11,4.09
18-03-2017 12,2.31
18-03-2017 13,2.6
18-03-2017 14,2.12
18-03-2017 15,2.52
18-03-2017 16,2.75
18-03-2017 17,1.83
18-03-2017 18,2.1
18-03-2017 19,3.06
18-03-2017 20,1.74
18-03-2017 21,1.6
18-03-2017 22,1.93
18-03-2017 23,1.35
19-03-2017 0,0.4
19-03-2017 1,0.38
19-03-2017 2,1.06
19-03-2017 3,0.71
19-03-2017 4,1.12
19-03-2017 5,1.12
19-03-2017 6,4.62
19-03-2017 7,5.6
19-03-2017 8,5.2
19-03-2017 9,5.02
19-03-2017 10,5.29
19-03-2017 11,4.59
19-03-2017 12,3.5
19-03-2017 13,2.67
19-03-2017 14,3.11
19-03-2017 15,5.1
19-03-2017 16,5.06
19-03-2017 17,4.42
19-03-2017 18,1.47
19-03-2017 19,2.91
19-03-2017 20,4
19-03-2017 21,4.09
19-03-2017 22,4.11
19-03-2017 23,0.59
20-03-2017 0,0.45
20-03-2017 1,1.12
20-03-2017 2,0.42
20-03-2017 3,0.8
20-03-2017 4,1.09
20-03-2017 5,1.74
20-03-2017 6,4.32
20-03-2017 7,4.48
20-03-2017 8,5.73
20-03-2017 9,4.88
20-03-2017 10,4.58
20-03-2017 11,4.38
20-03-2017 12,3.16
20-03-2017 13,1.9
20-03-2017 14,2.6
20-03-2017 15,3.49
20-03-2017 16,3.74
20-03-2017 17,3.57
20-03-2017 18,1.93
20-03-2017 19,3.08
20-03-2017 20,2.93
20-03-2017 21,2.21
20-03-2017 22,3.08
20-03-2017 23,1.42
21-03-2017 0,0.42
21-03-2017 1,1.01
21-03-2017 2,0.24
21-03-2017 3,0.38
21-03-2017 4,0.78
21-03-2017 5,0.92
21-03-2017 6,4.71
21-03-2017 7,4.11
21-03-2017 8,5.26
21-03-2017 9,5.52
21-03-2017 10,5.38
21-03-2017 11,3.02
21-03-2017 12,0.18
21-03-2017 13,0.12
21-03-2017 14,0.88
21-03-2017 15,0.12
21-03-2017 16,0.14
21-03-2017 17,0.12
21-03-2017 18,0.13
21-03-2017 19,0.95
21-03-2017 20,0.16
21-03-2017 21,0.17
21-03-2017 22,0.17
21-03-2017 23,0.16
22-03-2017 0,1.05
22-03-2017 1,0.17
22-03-2017 2,0.15
22-03-2017 3,0.17
22-03-2017 4,0.16
22-03-2017 5,0.19
22-03-2017 6,0.59
22-03-2017 7,0.87
22-03-2017 8,0.29
22-03-2017 9,0.34
22-03-2017 10,0.38
22-03-2017 11,0.36
22-03-2017 12,0.36
22-03-2017 13,0.31
22-03-2017 14,1.35
22-03-2017 15,0.18
22-03-2017 16,0.15
22-03-2017 17,0.12
22-03-2017 18,0.12
22-03-2017 19,0.13
22-03-2017 20,0.15
22-03-2017 21,0.63
22-03-2017 22,0.93
22-03-2017 23,0.29
23-03-2017 0,0.37
23-03-2017 1,0.49
23-03-2017 2,0.77
23-03-2017 3,1.15
23-03-2017 4,1.53
23-03-2017 5,1.91
23-03-2017 6,3.08
23-03-2017 7,2.24
23-03-2017 8,2.3
23-03-2017 9,1.88
23-03-2017 10,1.04
23-03-2017 11,0.76
23-03-2017 12,1.7
23-03-2017 13,0.45
23-03-2017 14,0.35
23-03-2017 15,0.23
23-03-2017 16,0.13
23-03-2017 17,0.11
23-03-2017 18,0.71
23-03-2017 19,0.64
23-03-2017 20,0.29
23-03-2017 21,0.36
23-03-2017 22,0.46
23-03-2017 23,0.7
24-03-2017 0,1.07
24-03-2017 1,2.12
24-03-2017 2,2.04
24-03-2017 3,1.86
24-03-2017 4,1.96
24-03-2017 5,2.03
24-03-2017 6,2.12
24-03-2017 7,2.12
24-03-2017 8,2.17
24-03-2017 9,3.32
24-03-2017 10,1.74
24-03-2017 11,1.28
24-03-2017 12,1.16
24-03-2017 13,1.06
24-03-2017 14,1.13
24-03-2017 15,0.99
24-03-2017 16,2.04
24-03-2017 17,0.89
24-03-2017 18,1.01
24-03-2017 19,1.12
24-03-2017 20,1.64
24-03-2017 21,2.15
24-03-2017 22,2.49
24-03-2017 23,2.63
25-03-2017 0,3.47
25-03-2017 1,2.23
25-03-2017 2,2.15
25-03-2017 3,2.13
25-03-2017 4,2.35
25-03-2017 5,2.4
25-03-2017 6,2.37
25-03-2017 7,2.54
25-03-2017 8,3.13
25-03-2017 9,2.01
25-03-2017 10,5.02
25-03-2017 11,5.05
25-03-2017 12,4.97
25-03-2017 13,4.86
25-03-2017 14,4.88
25-03-2017 15,4.71
25-03-2017 16,5.36
25-03-2017 17,4.5
25-03-2017 18,3.27
25-03-2017 19,4.06
25-03-2017 20,3.58
25-03-2017 21,3.23
25-03-2017 22,3.31
25-03-2017 23,0.26
26-03-2017 0,0.17
26-03-2017 1,1.4
26-03-2017 2,0.37
26-03-2017 3,0.97
26-03-2017 4,1.07
26-03-2017 5,4.76
26-03-2017 6,4.87
26-03-2017 7,4.82
26-03-2017 8,4.2
26-03-2017 9,3.27
26-03-2017 10,4.5
26-03-2017 11,1.51
26-03-2017 12,2
26-03-2017 13,1.22
26-03-2017 14,0.88
26-03-2017 15,0.4
26-03-2017 16,0.38
26-03-2017 17,0.24
26-03-2017 18,0.4
26-03-2017 19,1.25
26-03-2017 20,1.06
26-03-2017 21,2.37
26-03-2017 22,2.7
27-03-2017 0,0.29
27-03-2017 1,0.96
27-03-2017 2,0.22
27-03-2017 3,0.22
27-03-2017 4,0.39
27-03-2017 5,1.21
27-03-2017 6,3.54
27-03-2017 7,3.71
27-03-2017 8,5.22
27-03-2017 9,3.94
27-03-2017 10,4.21
27-03-2017 11,3.09
27-03-2017 12,2.59
27-03-2017 13,1.03
27-03-2017 14,1.82
27-03-2017 15,0.61
27-03-2017 16,0.69
27-03-2017 17,1.48
27-03-2017 18,1.46
27-03-2017 19,1.08
27-03-2017 20,1.24
27-03-2017 21,0.64
27-03-2017 22,1.82
27-03-2017 23,1.03
28-03-2017 0,0.93
28-03-2017 1,0.23
28-03-2017 2,0.94
28-03-2017 3,0.21
28-03-2017 4,0.26
28-03-2017 5,0.56
28-03-2017 6,4.27
28-03-2017 7,3.75
28-03-2017 8,3.98
28-03-2017 9,4.69
28-03-2017 10,3.24
28-03-2017 11,2.38
28-03-2017 12,1.64
28-03-2017 13,1.09
28-03-2017 14,0.9
28-03-2017 15,0.74
28-03-2017 16,2.76
28-03-2017 17,1.49
28-03-2017 18,0.88
28-03-2017 19,1.66
28-03-2017 20,0.71
28-03-2017 21,1.29
28-03-2017 22,1.6
28-03-2017 23,0.52
29-03-2017 0,1.13
29-03-2017 1,0.27
29-03-2017 2,0.25
29-03-2017 3,0.3
29-03-2017 4,0.91
29-03-2017 5,1.85
29-03-2017 6,4.15
29-03-2017 7,4.27
29-03-2017 8,5.35
29-03-2017 9,4.18
29-03-2017 10,4.08
29-03-2017 11,4.28
29-03-2017 12,3.33
29-03-2017 13,2.77
29-03-2017 14,2.5
29-03-2017 15,2.44
29-03-2017 16,3.27
29-03-2017 17,3.31
29-03-2017 18,4.03
29-03-2017 19,1.61
29-03-2017 20,2.2
29-03-2017 21,1.32
29-03-2017 22,1.24
29-03-2017 23,1.06
30-03-2017 0,2.11
30-03-2017 1,1.05
30-03-2017 2,0.32
30-03-2017 3,0.24
30-03-2017 4,0.54
30-03-2017 5,1.4
30-03-2017 6,3.67
30-03-2017 7,3.99
30-03-2017 8,4.8
30-03-2017 9,4.02
30-03-2017 10,4.69
30-03-2017 11,3.87
30-03-2017 12,2.59
30-03-2017 13,3.7
30-03-2017 14,1.92
30-03-2017 15,2.28
30-03-2017 16,3.82
30-03-2017 17,3.69
30-03-2017 18,3.78
30-03-2017 19,2.41
30-03-2017 20,2.73
30-03-2017 21,2.46
30-03-2017 22,1.48
30-03-2017 23,2.49
31-03-2017 0,3.12
31-03-2017 1,3.25
31-03-2017 2,0.97
31-03-2017 3,0.33
31-03-2017 4,1.24
31-03-2017 5,0.58
31-03-2017 6,2.3
31-03-2017 7,2.59
31-03-2017 8,3.64
31-03-2017 9,3.07
31-03-2017 10,3.95
31-03-2017 11,5.16
31-03-2017 12,2.95
31-03-2017 13,2.89
31-03-2017 14,2.27
31-03-2017 15,1.9
31-03-2017 16,2.29
31-03-2017 17,2.02
31-03-2017 18,1.45
31-03-2017 19,1.26
31-03-2017 20,1.43
31-03-2017 21,0.73
31-03-2017 22,1.04
31-03-2017 23,1.04
01-04-2017 0,1.12
01-04-2017 1,0.3
01-04-2017 2,0.3
01-04-2017 3,0.53
01-04-2017 4,0.75
01-04-2017 5,1.72
01-04-2017 6,2.8
01-04-2017 7,3.16
01-04-2017 8,3.62
01-04-2017 9,4.08
01-04-2017 10,2.96
01-04-2017 11,2.65
01-04-2017 12,2.23
01-04-2017 13,2.9
01-04-2017 14,1.48
01-04-2017 15,2.6
01-04-2017 16,1.76
01-04-2017 17,2
01-04-2017 18,1.82
01-04-2017 19,2.61
01-04-2017 20,1.57
01-04-2017 21,0.67
01-04-2017 22,0.85
01-04-2017 23,1.19
02-04-2017 0,0.36
02-04-2017 1,0.24
02-04-2017 2,0.23
02-04-2017 3,1.1
02-04-2017 4,0.7
02-04-2017 5,0.81
02-04-2017 6,2.93
02-04-2017 7,3.26
02-04-2017 8,5.21
02-04-2017 9,3.31
02-04-2017 10,2.96
02-04-2017 11,3.27
02-04-2017 12,2.4
02-04-2017 13,3.22
02-04-2017 14,1.09
02-04-2017 15,1.12
02-04-2017 16,1.48
02-04-2017 17,1.7
02-04-2017 18,1.57
02-04-2017 19,1.76
02-04-2017 20,2.51
02-04-2017 21,0.74
02-04-2017 22,0.9
02-04-2017 23,0.94
03-04-2017 0,0.78
03-04-2017 1,0.57
03-04-2017 2,0.59
03-04-2017 3,0.22
03-04-2017 4,0.86
03-04-2017 5,1.01
03-04-2017 6,4.99
03-04-2017 7,4.38
03-04-2017 8,4.59
03-04-2017 9,5.25
03-04-2017 10,3.85
03-04-2017 11,2.69
03-04-2017 12,2.9
03-04-2017 13,1.1
03-04-2017 14,0.69
03-04-2017 15,0.62
03-04-2017 16,1.24
03-04-2017 17,1.2
03-04-2017 18,0.53
03-04-2017 19,0.67
03-04-2017 20,1.45
03-04-2017 21,0.6
03-04-2017 22,2.46
03-04-2017 23,0.63
04-04-2017 0,1.03
04-04-2017 1,0.26
04-04-2017 2,0.23
04-04-2017 3,0.55
04-04-2017 4,0.97
04-04-2017 5,1.47
04-04-2017 6,3.78
04-04-2017 7,4
04-04-2017 8,5.6
04-04-2017 9,4.44
04-04-2017 10,4.11
04-04-2017 11,4.67
04-04-2017 12,3.78
04-04-2017 13,2.39
04-04-2017 14,2.87
04-04-2017 15,2.55
04-04-2017 16,3.61
04-04-2017 17,1.56
04-04-2017 18,1.63
04-04-2017 19,1.94
04-04-2017 20,1.23
04-04-2017 21,0.84
04-04-2017 22,2.44
04-04-2017 23,1.48
05-04-2017 0,0.51
05-04-2017 1,1
05-04-2017 2,0.27
05-04-2017 3,0.26
05-04-2017 4,0.54
05-04-2017 5,1.26
05-04-2017 6,3.54
05-04-2017 7,3.66
05-04-2017 8,4.26
05-04-2017 9,4.4
05-04-2017 10,3.63
05-04-2017 11,2.69
05-04-2017 12,3.07
05-04-2017 13,3.6
05-04-2017 14,1.23
05-04-2017 15,1.01
05-04-2017 16,2.07
05-04-2017 17,2.94
05-04-2017 18,2.19
05-04-2017 19,2.15
05-04-2017 20,1.31
05-04-2017 21,1.54
05-04-2017 22,3.48
05-04-2017 23,1.16
06-04-2017 0,1.06
06-04-2017 1,0.37
06-04-2017 2,0.25
06-04-2017 3,0.57
06-04-2017 4,1.34
06-04-2017 5,0.79
06-04-2017 6,3.9
06-04-2017 7,5.72
06-04-2017 8,4.72
06-04-2017 9,4.48
06-04-2017 10,4.99
06-04-2017 11,4.49
06-04-2017 12,4.85
06-04-2017 13,2.63
06-04-2017 14,3.03
06-04-2017 15,2.03
06-04-2017 16,4.13
06-04-2017 17,2.31
06-04-2017 18,1.95
06-04-2017 19,2.45
06-04-2017 20,1.89
06-04-2017 21,1.64
06-04-2017 22,1.42
06-04-2017 23,0.94
07-04-2017 0,1.07
07-04-2017 1,0.26
07-04-2017 2,0.99
07-04-2017 3,0.33
07-04-2017 4,0.58
07-04-2017 5,0.58
07-04-2017 6,3.59
07-04-2017 7,4.1
07-04-2017 8,3.87
07-04-2017 9,4.6
07-04-2017 10,3.18
07-04-2017 11,3.72
07-04-2017 12,2.55
07-04-2017 13,3
07-04-2017 14,1.59
07-04-2017 15,1.22
07-04-2017 16,1.88
07-04-2017 17,1.59
07-04-2017 18,1.4
07-04-2017 19,0.99
07-04-2017 20,0.7
07-04-2017 21,1.3
07-04-2017 22,0.48
07-04-2017 23,0.5
08-04-2017 0,0.42
08-04-2017 1,0.57
08-04-2017 2,0.83
08-04-2017 3,0.25
08-04-2017 4,0.45
08-04-2017 5,0.51
08-04-2017 6,2.76
08-04-2017 7,3.89
08-04-2017 8,3.95
08-04-2017 9,3.47
08-04-2017 10,3.69
08-04-2017 11,2.82
08-04-2017 12,2.03
08-04-2017 13,2.08
08-04-2017 14,2.36
08-04-2017 15,3.4
08-04-2017 16,1.47
08-04-2017 17,0.79
08-04-2017 18,2.63
08-04-2017 19,0.99
08-04-2017 20,1.85
08-04-2017 21,0.7
08-04-2017 22,0.62
08-04-2017 23,0.5
09-04-2017 0,1.22
09-04-2017 1,2.86
09-04-2017 2,0.36
09-04-2017 3,0.31
09-04-2017 4,1.26
09-04-2017 5,0.71
09-04-2017 6,3.69
09-04-2017 7,3.95
09-04-2017 8,4.89
09-04-2017 9,4.2
09-04-2017 10,4.6
09-04-2017 11,4.15
09-04-2017 12,4.74
09-04-2017 13,3.16
09-04-2017 14,1.33
09-04-2017 15,1.18
09-04-2017 16,1.88
09-04-2017 17,1.17
09-04-2017 18,1.19
09-04-2017 19,2.22
09-04-2017 20,2.04
09-04-2017 21,3.82
09-04-2017 22,1.95
09-04-2017 23,1.2
10-04-2017 0,0.54
10-04-2017 1,0.27
10-04-2017 2,0.28
10-04-2017 3,0.37
10-04-2017 4,1.36
10-04-2017 5,0.81
10-04-2017 6,3.51
10-04-2017 7,4.1
10-04-2017 8,4.28
10-04-2017 9,3.66
10-04-2017 10,3.59
10-04-2017 11,3.42
10-04-2017 12,2.26
10-04-2017 13,2.28
10-04-2017 14,2.55
10-04-2017 15,1.26
10-04-2017 16,2.46
10-04-2017 17,2.45
10-04-2017 18,1.69
10-04-2017 19,1.69
10-04-2017 20,2.12
10-04-2017 21,1.44
10-04-2017 22,1.02
10-04-2017 23,0.73
11-04-2017 0,1.02
11-04-2017 1,0.36
11-04-2017 2,0.29
11-04-2017 3,0.73
11-04-2017 4,1.46
11-04-2017 5,0.68
11-04-2017 6,4.08
11-04-2017 7,4.21
11-04-2017 8,5.32
11-04-2017 9,5.07
11-04-2017 10,4.1
11-04-2017 11,5.1
11-04-2017 12,2.84
11-04-2017 13,2.42
11-04-2017 14,2.4
11-04-2017 15,2.54
11-04-2017 16,3.14
11-04-2017 17,2
11-04-2017 18,4.23
11-04-2017 19,2.75
11-04-2017 20,4.45
11-04-2017 21,2.78
11-04-2017 22,3.67
11-04-2017 23,1.48
12-04-2017 0,0.7
12-04-2017 1,2.56
12-04-2017 2,0.63
12-04-2017 3,0.35
12-04-2017 4,1
12-04-2017 5,1.77
12-04-2017 6,5.29
12-04-2017 7,5.3
12-04-2017 8,8.43
12-04-2017 9,6.43
12-04-2017 10,4.43
12-04-2017 11,4.76
12-04-2017 12,2.75
12-04-2017 13,2.64
12-04-2017 14,1.17
12-04-2017 15,1.94
12-04-2017 16,2.53
12-04-2017 17,2.12
12-04-2017 18,2.05
12-04-2017 19,1.83
12-04-2017 20,1.55
12-04-2017 21,1.35
12-04-2017 22,0.86
12-04-2017 23,0.39
13-04-2017 0,0.99
13-04-2017 1,0.26
13-04-2017 2,0.24
13-04-2017 3,0.96
13-04-2017 4,0.65
13-04-2017 5,0.79
13-04-2017 6,3.34
13-04-2017 7,3.72
13-04-2017 8,5.03
13-04-2017 9,4.18
13-04-2017 10,4.56
13-04-2017 11,4.42
13-04-2017 12,2.36
13-04-2017 13,2.61
13-04-2017 14,0.74
13-04-2017 15,0.49
13-04-2017 16,0.45
13-04-2017 17,1.26
13-04-2017 18,0.71
13-04-2017 19,0.76
13-04-2017 20,0.98
13-04-2017 21,1.42
13-04-2017 22,2.75
13-04-2017 23,0.25
14-04-2017 0,0.18
14-04-2017 1,0.18
14-04-2017 2,0.37
14-04-2017 3,0.9
14-04-2017 4,1.89
14-04-2017 5,0.93
14-04-2017 6,4.41
14-04-2017 7,4.54
14-04-2017 8,4.6
14-04-2017 9,4.29
14-04-2017 10,3.34
14-04-2017 11,3.12
14-04-2017 12,1.51
14-04-2017 13,1.3
14-04-2017 14,0.73
14-04-2017 15,0.81
14-04-2017 16,0.44
14-04-2017 17,0.3
14-04-2017 18,1.01
14-04-2017 19,0.63
14-04-2017 20,0.57
14-04-2017 21,0.9
14-04-2017 22,1.45
14-04-2017 23,0.19
15-04-2017 0,0.18
15-04-2017 1,0.17
15-04-2017 2,0.91
15-04-2017 3,0.95
15-04-2017 4,0.83
15-04-2017 5,0.89
15-04-2017 6,4.4
15-04-2017 7,4.51
15-04-2017 8,4.64
15-04-2017 9,4.76
15-04-2017 10,4.2
15-04-2017 11,4.52
15-04-2017 12,3.79
15-04-2017 13,3.49
15-04-2017 14,2.72
15-04-2017 15,3.77
15-04-2017 16,2.99
15-04-2017 17,3.38
15-04-2017 18,4.86
15-04-2017 19,4.07
15-04-2017 20,3.05
15-04-2017 21,2.56
15-04-2017 22,2.53
15-04-2017 23,0.48
16-04-2017 0,0.23
16-04-2017 1,0.33
16-04-2017 2,0.9
16-04-2017 3,0.53
16-04-2017 4,0.7
16-04-2017 5,0.94
16-04-2017 6,4.2
16-04-2017 7,5.18
16-04-2017 8,4.88
16-04-2017 9,4.53
16-04-2017 10,4.09
16-04-2017 11,4.82
16-04-2017 12,3.11
16-04-2017 13,2.53
16-04-2017 14,4.54
